Win,Team,Player,Role,Kills,Deaths,Assists,KDA,CS,CSM,Golds,GPM,Vision Score,Total damage to Champion,DPM,K+A Per Minute,KP%,GD@15,CSD@15,XPD@15,LVLD@15,Total damage taken
0,AF,Kiin,TOP,0,4,7,1.8,205,5.9,9814,282,33,16943,487,0.2,0.7,-527,-14,-22,0,32988
0,AF,Dread,JUNGLE,2,3,6,2.7,215,6.2,10549,303,97,16540,475,0.23,0.8,-4,10,461,0,33751
0,AF,Fly,MID,3,5,3,1.2,230,6.6,11093,319,32,18458,530,0.17,0.6,-996,-40,-1172,-1,32699
0,AF,Bang,ADC,2,2,6,4,297,8.5,12714,365,69,16793,483,0.23,0.8,-153,-7,160,0,13366
0,AF,Lehends,SUPPORT,3,6,6,1.5,34,1,7399,213,77,5645,162,0.26,0.9,176,-5,-553,-1,22459
0,KT Rolster,Doran,TOP,0,4,1,0.3,224,7.6,9238,315,23,4412,150,0.03,0.091,-2286,-44,-1372,-1,19348
0,KT Rolster,GIDEON,JUNGLE,2,3,4,2,210,7.2,9609,328,35,6625,226,0.2,0.545,-1297,-10,-1632,-1,27186
0,KT Rolster,Ucal,MID,5,2,4,4.5,304,10.4,13717,468,32,15230,519,0.31,0.818,119,11,597,0,11590
0,KT Rolster,HyBrid,ADC,3,3,6,3,305,10.4,12783,436,38,11477,391,0.31,0.818,250,-6,-200,-1,15180
0,KT Rolster,Zzus,SUPPORT,1,2,6,3.5,47,1.6,6635,226,86,3071,105,0.24,0.636,-26,0,140,0,11006
1,LSB,Summit,TOP,3,2,8,5.5,275,9.4,13891,474,29,18928,645,0.38,0.786,2286,44,1372,1,12958
1,LSB,Croco,JUNGLE,3,2,3,3,169,5.8,10565,360,63,7755,264,0.2,0.429,1297,10,1632,1,19861
1,LSB,FATE,MID,3,1,3,6,294,10,12564,428,41,11311,386,0.2,0.429,-119,-11,-597,0,7765
1,LSB,Prince,ADC,4,2,4,4,300,10.2,13947,475,49,10219,348,0.27,0.571,-250,6,200,1,13627
1,LSB,Effort,SUPPORT,1,4,8,2.3,37,1.3,7478,255,78,3481,119,0.31,0.643,26,0,-140,0,14838
1,LSB,Summit,TOP,5,2,9,7,254,8.1,14388,461,50,14505,464,0.45,0.667,1175,-16,-740,0,22148
1,LSB,Croco,JUNGLE,5,2,13,9,158,5.1,11624,372,39,13517,433,0.58,0.857,885,-3,1983,2,28348
1,LSB,FATE,MID,5,0,9,16.8,325,10.4,14855,476,28,12944,414,0.45,0.667,651,-12,228,0,7350
1,LSB,Prince,ADC,5,1,4,9,334,10.7,14616,468,50,8785,281,0.29,0.429,-24,19,-4,0,12253
1,LSB,Effort,SUPPORT,1,1,10,11,37,1.2,7608,244,88,3555,114,0.35,0.524,35,-2,520,1,11755
0,KT Rolster,Doran,TOP,1,7,2,0.4,286,9.2,11780,377,25,15334,491,0.1,0.5,-1175,16,740,0,19265
0,KT Rolster,GIDEON,JUNGLE,4,5,0,0.8,162,5.2,9843,315,71,14595,467,0.13,0.667,-885,3,-1983,-2,27264
0,KT Rolster,Ucal,MID,0,4,1,0.3,304,9.7,11319,362,37,14161,453,0.03,0.167,-651,12,-228,0,14009
0,KT Rolster,HyBrid,ADC,0,2,1,0.5,335,10.7,12410,397,48,7986,256,0.03,0.167,24,-19,4,0,9721
0,KT Rolster,Zzus,SUPPORT,1,3,0,0.3,29,0.9,6254,200,85,1513,48,0.03,0.167,-35,2,-520,-1,8464
1,NS,Rich,TOP,2,0,6,9.6,248,7.1,12186,349,26,16005,459,0.23,0.615,290,-15,-245,0,22378
1,NS,Peanut,JUNGLE,0,0,9,10.8,304,8.7,13258,380,66,14479,415,0.26,0.692,786,-7,48,0,24665
1,NS,Bay,MID,2,0,7,10.8,334,9.6,14121,405,54,11054,317,0.26,0.692,86,-14,-455,-1,9883
1,NS,deokdam,ADC,8,1,5,13,314,9,17083,490,71,19353,555,0.37,1,2111,21,1193,1,8886
1,NS,Kellin,SUPPORT,1,1,10,11,45,1.3,8445,242,93,6226,178,0.32,0.846,542,-1,-298,-1,13881
0,DRX,kingen,TOP,0,1,0,0,306,8.8,12513,359,36,12010,344,0,0,-290,15,245,0,24145
0,DRX,Pyosik,JUNGLE,0,1,0,0,282,8.1,11676,335,108,7972,229,0,0,-786,7,-48,0,31504
0,DRX,SOLKA,MID,0,3,0,0,331,9.5,12276,352,31,14939,428,0,0,-86,14,455,1,13169
0,DRX,BAO,ADC,2,4,0,0.5,319,9.1,13929,399,34,14355,412,0.06,1,-2111,-21,-1193,-1,14584
0,DRX,Becca,SUPPORT,0,4,1,0.3,42,1.2,6947,199,90,4090,117,0.03,0.5,-542,1,298,1,19282
1,DRX,kingen,TOP,2,3,10,4,206,7.9,10146,388,22,16050,613,0.46,0.632,-406,27,1375,1,22324
1,DRX,Pyosik,JUNGLE,8,1,6,14,212,8.1,12115,463,34,17721,677,0.54,0.737,988,0,404,1,22351
1,DRX,SOLKA,MID,4,0,11,18,244,9.3,11710,448,24,19471,744,0.57,0.789,688,7,64,0,8102
1,DRX,BAO,ADC,4,0,2,7.2,242,9.2,11194,428,13,10812,413,0.23,0.316,239,-6,-175,0,6345
1,DRX,Becca,SUPPORT,1,1,8,9,40,1.5,6434,246,67,3739,143,0.34,0.474,209,6,274,0,8643
0,NS,Rich,TOP,3,9,0,0.3,122,4.7,7860,300,18,14736,563,0.11,0.6,406,-27,-1375,-1,24163
0,NS,Peanut,JUNGLE,1,3,4,1.7,185,7.1,8988,343,60,8670,331,0.19,1,-988,0,-404,-1,30252
0,NS,Bay,MID,0,3,1,0.3,237,9.1,9008,344,35,4171,159,0.04,0.2,-688,-7,-64,0,15651
0,NS,deokdam,ADC,1,2,2,1.5,268,10.2,10999,420,29,11423,437,0.11,0.6,-239,6,175,0,13813
0,NS,Kellin,SUPPORT,0,2,2,1,27,1,5498,210,58,2224,85,0.08,0.4,-209,-6,-274,0,12487
1,NS,Rich,TOP,3,3,9,4,208,6.4,11019,341,45,8244,255,0.37,0.545,-2703,-45,-1059,-1,19984
1,NS,Peanut,JUNGLE,12,1,7,19,233,7.2,15074,466,58,14975,463,0.59,0.864,662,-10,-95,0,21187
1,NS,Bay,MID,3,1,13,16,248,7.7,12531,388,41,9002,278,0.49,0.727,-446,-30,-272,0,8580
1,NS,deokdam,ADC,3,0,10,15.6,329,10.2,14590,451,30,25296,782,0.4,0.591,1213,25,854,1,11671
1,NS,Kellin,SUPPORT,1,0,15,19.2,44,1.4,8523,264,104,7413,229,0.49,0.727,781,19,1107,1,14989
0,DRX,kingen,TOP,2,4,2,1,296,9.2,14130,437,39,15413,477,0.12,0.8,2703,45,1059,1,16708
0,DRX,Pyosik,JUNGLE,1,4,4,1.3,233,7.2,11791,365,49,10973,339,0.15,1,-662,10,95,0,31460
0,DRX,SOLKA,MID,1,5,2,0.6,273,8.4,11331,350,45,11894,368,0.09,0.6,446,30,272,0,11828
0,DRX,BAO,ADC,1,5,1,0.4,255,7.9,10867,336,26,11851,367,0.06,0.4,-1213,-25,-854,-1,16915
0,DRX,Becca,SUPPORT,0,4,2,0.5,23,0.7,6531,202,91,4673,145,0.06,0.4,-781,-19,-1107,-1,12057
0,GEN,Rascal,TOP,0,7,3,0.4,261,7.8,11490,342,27,10969,326,0.09,0.6,-2407,-28,-1804,-2,35236
0,GEN,Clid,JUNGLE,2,4,2,1,202,6,9904,295,70,6960,207,0.12,0.8,-795,4,-1046,-1,27881
0,GEN,Bdd,MID,1,4,2,0.8,298,8.9,12914,384,45,20147,600,0.09,0.6,-320,10,-281,-1,15193
0,GEN,Ruler,ADC,2,3,1,1,322,9.6,13198,393,40,26209,780,0.09,0.6,1274,33,1066,1,13318
0,GEN,Life,SUPPORT,0,2,2,1,20,0.6,6401,191,94,5434,162,0.06,0.4,-910,-24,-2102,-2,9857
1,T1,Canna,TOP,9,0,6,18,278,8.3,15854,472,30,27226,810,0.45,0.75,2407,28,1804,2,35504
1,T1,Cuzz,JUNGLE,2,1,12,14,212,6.3,12049,359,53,16021,477,0.42,0.7,795,-4,1046,1,38995
1,T1,Faker,MID,4,1,12,16,251,7.5,12375,368,34,9204,274,0.48,0.8,320,-10,281,1,12782
1,T1,Keria,ADC,0,2,9,4.5,177,5.3,10085,300,41,4622,138,0.27,0.45,-1274,-33,-1066,-1,16773
1,T1,Teddy,SUPPORT,5,1,6,11,122,3.6,12862,383,110,15180,452,0.33,0.55,910,24,2102,2,8825
1,T1,Canna,TOP,1,2,9,5,263,8.1,12752,391,39,14566,447,0.31,0.526,1145,11,631,1,19935
1,T1,Cuzz,JUNGLE,2,1,16,18,200,6.1,11809,362,47,10071,309,0.55,0.947,322,-15,-391,0,37397
1,T1,Faker,MID,2,1,12,14,231,7.1,11416,350,51,8300,254,0.43,0.737,124,-13,-913,-1,9931
1,T1,Teddy,ADC,13,0,3,19.2,364,11.2,18958,581,72,19766,606,0.49,0.842,3105,32,1653,2,13079
1,T1,Keria,SUPPORT,1,1,12,13,43,1.3,8254,253,95,3672,113,0.4,0.684,547,-2,48,0,11683
0,GEN,Rascal,TOP,1,5,2,0.6,265,8.1,12219,375,41,14822,454,0.09,0.6,-1145,-11,-631,-1,23197
0,GEN,Clid,JUNGLE,3,2,2,2.5,187,5.7,10204,313,62,5156,158,0.15,1,-322,15,391,0,22036
0,GEN,Bdd,MID,1,3,1,0.7,282,8.6,11680,358,39,9626,295,0.06,0.4,-124,13,913,1,9012
0,GEN,Ruler,ADC,0,4,1,0.3,302,9.3,11793,362,52,12247,375,0.03,0.2,-3105,-32,-1653,-2,13281
0,GEN,Life,SUPPORT,0,5,0,0,33,1,6490,199,82,4026,123,0,0,-547,2,-48,0,12227
1,BRO,Hoya,TOP,3,0,5,9.6,236,8,11968,408,30,7144,243,0.27,0.615,-504,-17,-201,0,15952
1,BRO,UmTi,JUNGLE,1,2,9,5,194,6.6,10339,352,54,6476,221,0.34,0.769,-616,-2,-457,0,30238
1,BRO,Yaharong,MID,4,1,7,11,283,9.6,12661,431,33,10043,342,0.37,0.846,-1551,-12,-561,0,9938
1,BRO,Hena,ADC,3,0,7,12,314,10.7,13706,467,70,14669,500,0.34,0.769,1796,39,1270,2,9108
1,BRO,Delight,SUPPORT,2,1,9,11,36,1.2,8168,278,80,3628,124,0.37,0.846,-779,-1,-1055,-1,13622
0,AF,Kiin,TOP,0,2,1,0.5,310,10.6,12657,431,37,14883,507,0.03,0.25,504,17,201,0,12607
0,AF,Dread,JUNGLE,2,3,1,1,232,7.9,10269,350,40,9731,331,0.1,0.75,616,2,457,0,15914
0,AF,Fly,MID,2,2,1,1.5,296,10.1,11932,406,37,16782,571,0.1,0.75,1551,12,561,0,12510
0,AF,Lehends,ADC,0,3,1,0.3,178,6.1,8320,283,29,4433,151,0.03,0.25,-1796,-39,-1270,-2,15600
0,AF,Bang,SUPPORT,0,3,3,1,50,1.7,7271,248,91,6247,213,0.1,0.75,779,1,1055,1,6163
0,AF,Kiin,TOP,2,3,2,1.3,243,7.7,10436,329,35,18134,572,0.13,0.5,247,15,213,0,15493
0,AF,Dread,JUNGLE,1,6,6,1.2,176,5.5,9266,292,59,7867,248,0.22,0.875,-349,-15,-503,0,32425
0,AF,Fly,MID,4,3,4,2.7,266,8.4,12634,398,28,11256,355,0.25,1,-67,0,207,0,23878
0,AF,Bang,ADC,0,5,6,1.2,233,7.3,10066,317,43,19471,614,0.19,0.75,-62,-2,-142,0,9965
0,AF,Lehends,SUPPORT,1,5,5,1.2,31,1,6722,212,73,4252,134,0.19,0.75,411,-8,-387,-1,17168
1,BRO,Hoya,TOP,4,1,11,15,235,7.4,13233,417,33,13423,423,0.47,0.682,-247,-15,-213,0,20837
1,BRO,UmTi,JUNGLE,3,2,11,7,216,6.8,11827,373,77,13673,431,0.44,0.636,349,15,503,0,30570
1,BRO,Yaharong,MID,5,2,7,6,255,8,12579,397,19,21370,674,0.38,0.545,67,0,-207,0,10914
1,BRO,Hena,ADC,8,1,7,15,275,8.7,14449,456,46,14997,473,0.47,0.682,62,2,142,0,15084
1,BRO,Delight,SUPPORT,2,2,12,7,44,1.4,8612,272,95,7404,233,0.44,0.636,-411,8,387,1,12088
0,LSB,Summit,TOP,0,3,5,1.7,339,9,14679,391,49,20142,536,0.13,0.556,721,14,286,0,29622
0,LSB,Croco,JUNGLE,0,3,4,1.3,206,5.5,11320,301,73,5399,144,0.11,0.444,248,-10,75,0,33202
0,LSB,FATE,MID,4,2,4,4,374,10,15609,415,36,30841,821,0.21,0.889,-201,-13,-844,0,15368
0,LSB,Prince,ADC,4,4,2,1.5,312,8.3,14921,397,57,16829,448,0.16,0.667,-673,-15,-48,0,23207
0,LSB,Effort,SUPPORT,1,4,4,1.3,33,0.9,8187,218,94,7212,192,0.13,0.556,205,-3,445,1,24192
1,HLE,Morgan,TOP,1,0,14,18,283,7.5,13795,367,32,17079,454,0.4,0.938,-721,-14,-286,0,27250
1,HLE,yoHan,JUNGLE,6,3,4,3.3,252,6.7,14295,380,49,18535,493,0.27,0.625,-248,10,-75,0,39401
1,HLE,Chovy,MID,4,1,10,14,402,10.7,18007,479,65,29612,788,0.37,0.875,201,13,844,0,15127
1,HLE,Deft,ADC,5,2,9,7,314,8.4,17191,457,57,21063,560,0.37,0.875,673,15,48,0,15836
1,HLE,Vsta,SUPPORT,0,3,13,4.3,38,1,8862,236,109,7445,198,0.35,0.813,-205,3,-445,-1,17518
0,HLE,Morgan,TOP,1,6,7,1.3,207,6.2,9645,288,32,13702,410,0.24,0.889,-534,-6,-654,0,43304
0,HLE,yoHan,JUNGLE,1,9,4,0.6,204,6.1,9727,291,43,9588,287,0.15,0.556,-1325,-26,-1633,-1,41316
0,HLE,Chovy,MID,3,1,4,7,332,9.9,13532,405,97,22998,688,0.21,0.778,-716,6,396,0,24101
0,HLE,Deft,ADC,4,3,2,2,338,10.1,14742,441,54,20230,605,0.18,0.667,-452,-1,-339,0,18734
0,HLE,Vsta,SUPPORT,0,5,6,1.2,29,0.9,6549,196,72,5593,167,0.18,0.667,-284,-4,-202,0,14574
1,LSB,Summit,TOP,6,3,11,5.7,246,7.4,14768,441,36,32021,957,0.51,0.708,534,6,654,0,32446
1,LSB,Croco,JUNGLE,1,1,18,19,221,6.6,12287,367,63,12766,382,0.57,0.792,1325,26,1633,1,29690
1,LSB,FATE,MID,5,2,14,9.5,295,8.8,14610,437,30,27490,822,0.57,0.792,716,-6,-396,0,17452
1,LSB,Prince,ADC,12,1,7,19,300,9,16246,486,37,33311,996,0.57,0.792,452,1,339,0,13132
1,LSB,Effort,SUPPORT,0,2,14,7,38,1.1,7683,230,85,2976,89,0.42,0.583,284,4,202,0,13868
0,LSB,Summit,TOP,3,5,3,1.2,341,9.5,14771,410,34,11514,320,0.17,0.545,2108,30,584,1,21414
0,LSB,Croco,JUNGLE,1,3,5,2,180,5,9738,271,50,7619,212,0.17,0.545,-875,-11,-305,-1,29450
0,LSB,FATE,MID,0,3,6,2,317,8.8,12977,360,41,20198,561,0.17,0.545,-27,-14,-176,0,10215
0,LSB,Prince,ADC,4,5,2,1.2,327,9.1,15386,427,42,24668,685,0.17,0.545,269,-8,47,0,18439
0,LSB,Effort,SUPPORT,3,4,6,2.3,31,0.9,8002,222,84,4531,126,0.25,0.818,471,0,221,0,20741
1,HLE,Morgan,TOP,7,2,8,7.5,287,8,15375,427,47,16292,453,0.42,0.75,-2108,-30,-584,-1,22142
1,HLE,yoHan,JUNGLE,4,2,10,7,318,8.8,15539,432,63,16453,457,0.39,0.7,875,11,305,1,32361
1,HLE,Chovy,MID,4,1,7,11,339,9.4,15356,427,58,13926,387,0.31,0.55,27,14,176,0,25907
1,HLE,Deft,ADC,4,3,8,4,332,9.2,16302,453,61,18987,527,0.33,0.6,-269,8,-47,0,16314
1,HLE,Vsta,SUPPORT,1,3,14,5,46,1.3,8701,242,108,6109,170,0.42,0.75,-471,0,-221,0,11229
1,DWG KIA,Khan,TOP,3,3,10,4.3,168,6.9,8865,366,22,11864,490,0.54,0.565,495,-1,1139,1,22768
1,DWG KIA,Canyon,JUNGLE,9,1,13,22,151,6.2,12426,513,25,14446,597,0.91,0.957,2455,-19,926,1,30897
1,DWG KIA,ShowMaker,MID,5,0,8,15.6,243,10,12246,506,35,15594,644,0.54,0.565,1626,20,683,0,9576
1,DWG KIA,Ghost,ADC,6,0,7,15.6,224,9.2,11528,476,38,14915,616,0.54,0.565,216,0,128,0,7526
1,DWG KIA,BeryL,SUPPORT,0,2,8,4,40,1.7,6213,257,66,4658,192,0.33,0.348,-35,2,136,0,11618
0,NS,Rich,TOP,1,6,2,0.5,165,6.8,8029,332,25,16265,672,0.12,0.5,-495,1,-1139,-1,24764
0,NS,Peanut,JUNGLE,2,3,2,1.3,169,7,7944,328,17,7684,317,0.17,0.667,-2455,19,-926,-1,25083
0,NS,Bay,MID,1,3,3,1.3,211,8.7,7913,327,18,11199,462,0.17,0.667,-1626,-20,-683,0,11491
0,NS,deokdam,ADC,2,5,1,0.6,203,8.4,8281,342,20,11344,468,0.12,0.5,-216,0,-128,0,12234
0,NS,Kellin,SUPPORT,0,6,3,0.5,34,1.4,5096,210,58,3966,164,0.12,0.5,35,-2,-136,0,12656
0,NS,Rich,TOP,1,3,5,2,297,7.7,13004,338,52,16628,432,0.16,0.5,111,5,386,0,41104
0,NS,Peanut,JUNGLE,0,4,7,1.8,263,6.8,11988,312,83,11506,299,0.18,0.583,24,-11,-541,0,34786
0,NS,Bay,MID,4,4,5,2.3,280,7.3,13607,354,39,15477,402,0.23,0.75,-234,-10,598,1,40730
0,NS,deokdam,ADC,5,4,3,2,361,9.4,16670,433,54,20117,523,0.21,0.667,1201,13,893,0,16587
0,NS,Kellin,SUPPORT,2,8,8,1.3,34,0.9,8468,220,109,7530,196,0.26,0.833,-62,-4,-1185,-2,21735
1,DWG KIA,Khan,TOP,1,0,14,18,290,7.5,14112,367,38,23832,620,0.39,0.652,-111,-5,-386,0,16342
1,DWG KIA,Canyon,JUNGLE,5,3,8,4.3,252,6.6,14398,374,40,17331,451,0.34,0.565,-24,11,541,0,41980
1,DWG KIA,ShowMaker,MID,3,3,11,4.7,304,7.9,15127,393,62,32389,842,0.36,0.609,234,10,-598,-1,11876
1,DWG KIA,Ghost,ADC,11,2,9,10,404,10.5,20542,534,110,31673,823,0.52,0.87,-1201,-13,-893,0,20363
1,DWG KIA,BeryL,SUPPORT,3,4,10,3.3,58,1.5,10154,264,101,9154,238,0.34,0.565,62,4,1185,2,22964
1,GEN,Rascal,TOP,5,3,7,4,230,6.8,12137,360,35,12950,384,0.36,0.75,2,-3,465,1,31653
1,GEN,Clid,JUNGLE,2,0,9,13.2,212,6.3,12073,358,68,7204,214,0.33,0.688,659,0,-147,0,30089
1,GEN,Bdd,MID,2,2,10,6,295,8.7,13354,396,58,16762,497,0.36,0.75,575,3,-67,0,9535
1,GEN,Ruler,ADC,7,1,5,12,348,10.3,17099,507,67,36608,1085,0.36,0.75,1342,33,750,1,14499
1,GEN,Life,SUPPORT,0,2,9,4.5,27,0.8,7344,218,84,2891,86,0.27,0.563,-95,-7,97,0,8689
0,DWG KIA,Khan,TOP,2,4,4,1.5,220,6.5,11103,329,30,13311,395,0.18,0.75,-2,3,-465,-1,23121
0,DWG KIA,Canyon,JUNGLE,4,0,4,9.6,248,7.4,12006,356,54,19422,576,0.24,1,-659,0,147,0,30311
0,DWG KIA,ShowMaker,MID,0,2,5,2.5,302,9,11536,342,53,11924,353,0.15,0.625,-575,-3,67,0,15931
0,DWG KIA,Ghost,ADC,1,2,2,1.5,317,9.4,13301,394,45,11429,339,0.09,0.375,-1342,-33,-750,-1,14821
0,DWG KIA,BeryL,SUPPORT,1,8,4,0.6,40,1.2,6977,207,81,4596,136,0.15,0.625,95,7,-97,0,22430
1,DWG KIA,Khan,TOP,0,1,7,7,202,7.5,8802,326,30,9938,368,0.26,0.636,-685,-5,-319,0,14741
1,DWG KIA,Canyon,JUNGLE,1,2,8,4.5,178,6.6,9246,342,24,9290,344,0.33,0.818,-138,3,-420,-1,25866
1,DWG KIA,ShowMaker,MID,5,1,4,9,259,9.6,12254,453,40,15381,569,0.33,0.818,-429,-6,-213,0,5770
1,DWG KIA,Ghost,ADC,3,1,4,7,261,9.7,11949,442,36,12505,463,0.26,0.636,823,4,535,1,9102
1,DWG KIA,BeryL,SUPPORT,2,3,8,3.3,42,1.6,6819,252,73,5038,186,0.37,0.909,204,10,18,0,8984
0,GEN,Rascal,TOP,1,2,4,2.5,220,8.1,9446,349,32,8499,314,0.18,0.625,685,5,319,0,18873
0,GEN,Clid,JUNGLE,1,2,5,3,171,6.3,8092,299,47,5532,205,0.22,0.75,138,-3,420,1,25359
0,GEN,Bdd,MID,5,2,0,2.5,231,8.5,10326,382,23,7246,268,0.18,0.625,429,6,213,0,8390
0,GEN,Ruler,ADC,0,2,6,3,249,9.2,9632,356,46,12113,448,0.22,0.75,-823,-4,-535,-1,10574
0,GEN,Life,SUPPORT,1,3,2,1,27,1,5569,206,60,5018,186,0.11,0.375,-204,-10,-18,0,11432
1,GEN,Rascal,TOP,1,1,8,9,297,8.6,12521,364,45,10705,311,0.26,0.643,-275,27,407,1,29043
1,GEN,Clid,JUNGLE,2,0,6,9.6,182,5.3,10861,316,86,5384,157,0.23,0.571,-353,-8,-85,-1,23233
1,GEN,Bdd,MID,2,1,7,9,396,11.5,15521,452,49,18487,538,0.26,0.643,719,24,776,0,12594
1,GEN,Ruler,ADC,8,0,3,13.2,383,11.1,17566,511,73,26920,783,0.32,0.786,151,23,604,1,10133
1,GEN,Life,SUPPORT,1,0,12,15.6,32,0.9,8425,245,90,2085,61,0.38,0.929,238,-7,-953,-1,5733
0,DWG KIA,Khan,TOP,0,3,1,0.3,227,6.6,10569,308,29,10538,307,0.03,0.5,275,-27,-407,-1,25679
0,DWG KIA,Canyon,JUNGLE,1,1,0,1,241,7,10782,314,57,12678,369,0.03,0.5,353,8,85,1,29112
0,DWG KIA,ShowMaker,MID,1,4,0,0.3,290,8.4,11905,346,35,13300,387,0.03,0.5,-719,-24,-776,0,12818
0,DWG KIA,Ghost,ADC,0,2,1,0.5,364,10.6,13796,401,47,6222,181,0.03,0.5,-151,-23,-604,-1,13122
0,DWG KIA,BeryL,SUPPORT,0,4,1,0.3,42,1.2,6647,193,88,3820,111,0.03,0.5,-238,7,953,1,16838
1,HLE,Morgan,TOP,2,1,9,11,269,6.8,13127,330,68,22197,558,0.28,1,-509,-26,-231,0,32546
1,HLE,yoHan,JUNGLE,0,2,6,3,265,6.7,12724,320,78,11949,301,0.15,0.545,-936,-2,-833,-1,34000
1,HLE,Chovy,MID,3,0,7,12,444,11.2,18680,470,74,26728,672,0.25,0.909,864,25,1006,0,10543
1,HLE,Vsta,ADC,3,1,4,7,209,5.3,12405,312,40,5892,148,0.18,0.636,249,3,-59,0,21054
1,HLE,Deft,SUPPORT,3,1,7,10,84,2.1,12929,325,123,38556,970,0.25,0.909,713,1,459,0,15579
0,KT Rolster,Doran,TOP,0,2,1,0.5,300,7.5,12141,305,43,14382,362,0.03,0.333,509,26,231,0,44274
0,KT Rolster,GIDEON,JUNGLE,2,1,1,3,226,5.7,12130,305,49,8974,226,0.08,1,936,2,833,1,43218
0,KT Rolster,Ucal,MID,0,3,1,0.3,300,7.5,12336,310,44,16477,415,0.03,0.333,-864,-25,-1006,0,16847
0,KT Rolster,HyBrid,ADC,1,1,0,1,362,9.1,15024,378,48,13750,346,0.03,0.333,-249,-3,59,0,16796
0,KT Rolster,Zzus,SUPPORT,0,4,1,0.3,19,0.5,7825,197,114,7139,180,0.03,0.333,-713,-1,-459,0,16554
0,KT Rolster,Doran,TOP,0,2,2,1,263,8,10628,324,37,17079,521,0.06,0.333,-293,2,-260,0,32084
0,KT Rolster,GIDEON,JUNGLE,2,4,3,1.3,185,5.6,10261,313,43,9541,291,0.15,0.833,71,-6,-24,0,33565
0,KT Rolster,Ucal,MID,1,5,1,0.4,276,8.4,11262,344,30,10649,325,0.06,0.333,-710,2,-112,0,15474
0,KT Rolster,Noah,ADC,3,3,1,1.3,283,8.6,12290,375,36,21026,642,0.12,0.667,211,-12,-98,0,17269
0,KT Rolster,Zzus,SUPPORT,0,5,3,0.6,33,1,6603,202,80,2002,61,0.09,0.5,-305,-11,-326,-1,15778
1,HLE,Morgan,TOP,0,1,8,8,245,7.5,10937,334,29,14512,443,0.24,0.421,293,-2,260,0,28048
1,HLE,yoHan,JUNGLE,8,0,3,13.2,182,5.6,11931,364,61,18882,576,0.34,0.579,-71,6,24,0,32152
1,HLE,Chovy,MID,6,2,5,5.5,344,10.5,15804,482,45,22432,685,0.34,0.579,710,-2,112,0,13429
1,HLE,Deft,ADC,4,1,6,10,309,9.4,15001,458,48,32837,1002,0.31,0.526,-211,12,98,0,9373
1,HLE,Vsta,SUPPORT,1,2,9,5,54,1.6,8235,251,103,4273,130,0.31,0.526,305,11,326,1,15609
0,AF,Kiin,TOP,0,4,15,3.8,271,7.1,12891,336,34,21457,560,0.39,0.789,-430,0,-81,0,25962
0,AF,Dread,JUNGLE,6,2,8,7,219,5.7,12954,338,60,23071,602,0.37,0.737,183,-17,-302,0,36012
0,AF,Fly,MID,2,7,11,1.9,239,6.2,12089,316,37,8715,227,0.34,0.684,-109,-14,-125,0,19222
0,AF,Bang,ADC,11,3,2,4.3,370,9.7,19646,513,60,31831,831,0.34,0.684,-809,-21,-792,-1,23395
0,AF,MapSSi,SUPPORT,0,5,12,2.4,56,1.5,8221,215,95,11548,301,0.31,0.632,-115,-2,360,0,17859
1,NS,Rich,TOP,7,3,9,5.3,263,6.9,15612,407,51,24040,627,0.42,0.762,430,0,81,0,38725
1,NS,Peanut,JUNGLE,4,3,13,5.7,270,7,15121,395,93,15166,396,0.44,0.81,-183,17,302,0,42091
1,NS,Bay,MID,2,7,7,1.3,298,7.8,13692,357,46,20177,527,0.23,0.429,109,14,125,0,18529
1,NS,deokdam,ADC,8,2,5,6.5,385,10,20120,525,74,27481,717,0.34,0.619,809,21,792,1,16981
1,NS,Kellin,SUPPORT,0,4,12,3,33,0.9,8964,234,109,5650,147,0.31,0.571,115,2,-360,0,16253
1,NS,Rich,TOP,4,2,8,6,210,6.1,12284,355,35,21005,607,0.35,0.75,-200,-16,-91,0,35240
1,NS,Peanut,JUNGLE,7,2,4,5.5,244,7.1,13424,388,52,17465,505,0.32,0.688,-310,-5,-321,-1,22112
1,NS,Bay,MID,0,2,9,4.5,269,7.8,11385,329,31,6263,181,0.26,0.563,-778,-14,259,0,11226
1,NS,deokdam,ADC,4,1,5,9,320,9.3,14546,421,49,18071,523,0.26,0.563,61,-11,-138,0,11480
1,NS,Kellin,SUPPORT,1,3,10,3.7,66,1.9,8407,243,184,4585,133,0.32,0.688,-36,3,319,0,7815
0,AF,Kiin,TOP,1,3,4,1.7,246,7.1,11354,328,38,17487,506,0.14,0.556,200,16,91,0,17658
0,AF,Dread,JUNGLE,2,4,5,1.8,223,6.4,10990,318,51,10899,315,0.2,0.778,310,5,321,1,39712
0,AF,Fly,MID,3,4,1,1,280,8.1,12491,361,25,16670,482,0.12,0.444,778,14,-259,0,16518
0,AF,Bang,ADC,1,2,3,2,339,9.8,13879,401,59,11238,325,0.12,0.444,-61,11,138,0,16143
0,AF,Lehends,SUPPORT,2,3,3,1.7,52,1.5,7862,227,93,2876,83,0.14,0.556,36,-3,-319,0,11283
1,T1,Canna,TOP,2,5,12,2.8,308,7.8,16087,410,47,19287,491,0.36,0.778,372,-5,403,0,34165
1,T1,Cuzz,JUNGLE,6,1,9,15,243,6.2,15147,386,94,8484,216,0.38,0.833,1036,-9,194,0,37234
1,T1,Faker,MID,7,0,6,15.6,298,7.6,15585,397,45,27906,710,0.33,0.722,-14,-7,-142,-1,17619
