Win,Team,Player,Role,Kills,Deaths,Assists,KDA,CS,CSM,Golds,GPM,Vision Score,Total damage to Champion,DPM,K+A Per Minute,KP%,GD@15,CSD@15,XPD@15,LVLD@15,Total damage taken
1,AF,Dread,JUNGLE,2,0,13,18,225,8.3,11701,434,56,17408,645,0.56,0.882,153,3,414,1,19965
1,AF,Fly,MID,1,1,10,11,209,7.7,10153,376,37,4873,181,0.41,0.647,-273,-22,-20,0,14768
1,AF,Bang,ADC,6,2,5,5.5,247,9.2,12479,462,45,13252,491,0.41,0.647,546,-7,288,0,9367
1,AF,Lehends,SUPPORT,4,0,12,19.2,34,1.3,7883,292,66,5447,202,0.59,0.941,332,-4,665,0,6910
0,KT Rolster,Doran,TOP,0,3,4,1.3,202,7.5,8300,308,23,14353,532,0.15,1,-622,7,21,0,34506
0,KT Rolster,GIDEON,JUNGLE,3,4,0,0.8,200,7.4,9794,363,62,4683,174,0.11,0.75,-153,-3,-414,-1,25251
0,KT Rolster,Dove,MID,0,3,2,0.7,251,9.3,9139,339,22,12320,457,0.07,0.5,273,22,20,0,7409
0,KT Rolster,HyBrid,ADC,1,4,2,0.8,242,9,9418,349,38,9491,352,0.11,0.75,-546,7,-288,0,10316
0,KT Rolster,Zzus,SUPPORT,0,3,2,0.7,35,1.3,5467,203,81,2132,79,0.07,0.5,-332,4,-665,0,6943
0,KT Rolster,Doran,TOP,1,3,1,0.7,269,9.1,10623,357,39,8223,277,0.07,0.333,-632,3,-288,0,17371
0,KT Rolster,GIDEON,JUNGLE,2,3,2,1.3,167,5.6,8994,303,44,4708,158,0.13,0.667,121,-8,118,0,15342
0,KT Rolster,Ucal,MID,1,0,4,6,303,10.2,11109,374,39,9318,314,0.17,0.833,453,31,1064,1,9083
0,KT Rolster,HyBrid,ADC,2,2,3,2.5,234,7.9,10279,346,35,6708,226,0.17,0.833,-2496,-42,-1603,-1,13554
0,KT Rolster,Zzus,SUPPORT,0,4,3,0.8,38,1.3,5990,202,69,1806,61,0.1,0.5,-254,-4,-284,-1,12741
1,AF,Kiin,TOP,4,0,5,10.8,299,10.1,14005,471,28,9522,320,0.3,0.75,632,-3,288,0,18084
1,AF,Dread,JUNGLE,2,2,8,5,197,6.6,11395,383,66,10450,352,0.34,0.833,-121,8,-118,0,24723
1,AF,Fly,MID,2,1,6,8,271,9.1,12461,419,26,11818,398,0.27,0.667,-453,-31,-1064,-1,6213
1,AF,Bang,ADC,4,0,4,9.6,301,10.1,14323,482,70,12041,405,0.27,0.667,2496,42,1603,1,6960
1,AF,Lehends,SUPPORT,0,3,5,1.7,28,0.9,6806,229,70,3893,131,0.17,0.417,254,4,284,1,10735
0,DRX,kingen,TOP,4,5,7,2.2,308,8,16341,424,32,17778,461,0.29,0.786,629,16,132,0,49846
0,DRX,Pyosik,JUNGLE,3,2,7,5,301,7.8,15405,400,94,21923,569,0.26,0.714,706,31,1514,1,43983
0,DRX,SOLKA,MID,2,1,7,9,298,7.7,14466,375,49,24271,630,0.23,0.643,-1774,-34,-578,0,22477
0,DRX,BAO,ADC,2,4,6,2,230,6,12083,314,39,8804,228,0.21,0.571,-714,-27,-284,0,34880
0,DRX,Becca,SUPPORT,3,3,8,3.7,67,1.7,10890,283,84,15541,403,0.29,0.786,394,-10,781,1,19077
1,HLE,Morgan,TOP,2,4,10,3,236,6.1,13338,346,49,18371,477,0.31,0.8,-629,-16,-132,0,36193
1,HLE,yoHan,JUNGLE,2,4,6,2,250,6.5,13533,351,41,34833,904,0.21,0.533,-706,-31,-1514,-1,34177
1,HLE,Chovy,MID,7,2,6,6.5,445,11.5,21574,560,51,42068,1092,0.34,0.867,1774,34,578,0,23354
1,HLE,Deft,ADC,4,3,6,3.3,391,10.1,18045,468,62,26970,700,0.26,0.667,714,27,284,0,18920
1,HLE,Vsta,SUPPORT,0,1,10,10,34,0.9,8832,229,110,7718,200,0.26,0.667,-394,10,-781,-1,18071
1,HLE,Morgan,TOP,1,2,7,4,190,6.5,9379,321,26,11020,377,0.27,0.471,-1959,-35,-796,-1,11244
1,HLE,yoHan,JUNGLE,1,3,8,3,189,6.5,10873,372,39,6794,233,0.31,0.529,-35,1,-227,0,27752
1,HLE,Chovy,MID,2,0,9,13.2,300,10.3,13687,468,44,9747,334,0.38,0.647,918,21,423,0,19510
1,HLE,Deft,ADC,9,1,5,14,282,9.7,15398,527,65,18537,634,0.48,0.824,528,2,708,1,11170
1,HLE,Vsta,SUPPORT,4,3,8,4,31,1.1,9825,336,106,5577,191,0.41,0.706,514,-2,-637,-1,11592
0,DRX,kingen,TOP,4,2,2,3,270,9.2,12399,424,26,13395,458,0.21,0.667,1959,35,796,1,12991
0,DRX,Pyosik,JUNGLE,0,4,5,1.3,155,5.3,8543,292,43,5280,181,0.17,0.556,35,-1,227,0,21291
0,DRX,SOLKA,MID,2,5,5,1.4,223,7.6,9519,326,18,15891,544,0.24,0.778,-918,-21,-423,0,12344
0,DRX,BAO,ADC,3,4,3,1.5,260,8.9,11721,401,27,17340,593,0.21,0.667,-528,-2,-708,-1,12504
0,DRX,Becca,SUPPORT,0,2,6,3,32,1.1,6033,206,60,2524,86,0.21,0.667,-514,2,637,1,8156
0,T1,Zeus,TOP,3,4,1,1,249,8.7,11230,392,29,8586,300,0.14,0.5,1156,28,843,1,18372
0,T1,Oner,JUNGLE,2,3,5,2.3,189,6.6,9499,332,27,8536,298,0.24,0.875,-872,-12,-578,0,25280
0,T1,Clozer,MID,2,5,6,1.6,250,8.7,10400,363,29,8691,304,0.28,1,-85,14,124,0,20881
0,T1,Teddy,ADC,1,3,4,1.7,262,9.2,10219,357,25,12569,439,0.17,0.625,-434,29,-484,-1,15711
0,T1,Keria,SUPPORT,0,3,8,2.7,6,0.2,5674,198,42,7597,265,0.28,1,-2143,-13,-215,-1,4950
1,DWG KIA,Khan,TOP,3,1,6,9,207,7.2,10353,362,37,9269,324,0.31,0.5,-1156,-28,-843,-1,13036
1,DWG KIA,Canyon,JUNGLE,2,3,6,2.7,225,7.9,10974,383,72,12248,428,0.28,0.444,872,12,578,0,27959
1,DWG KIA,ShowMaker,MID,5,1,7,12,244,8.5,12569,439,46,15976,558,0.42,0.667,85,-14,-124,0,7380
1,DWG KIA,BeryL,ADC,3,2,9,6,189,6.6,10954,383,18,8619,301,0.42,0.667,434,-29,484,1,18826
1,DWG KIA,Ghost,SUPPORT,5,1,9,14,39,1.4,10543,368,88,10541,368,0.49,0.778,2143,13,215,1,8748
0,DWG KIA,Khan,TOP,2,4,2,1,227,7.2,10160,322,20,15624,495,0.13,0.444,96,-7,222,1,35978
0,DWG KIA,Canyon,JUNGLE,4,5,3,1.4,226,7.2,11806,374,75,13600,431,0.22,0.778,-2708,-33,-1524,-1,27201
0,DWG KIA,ShowMaker,MID,1,4,3,1,244,7.7,10060,319,24,9238,292,0.13,0.444,-554,-3,-504,-1,13431
0,DWG KIA,Ghost,ADC,2,4,4,1.5,268,8.5,11693,370,49,16588,525,0.19,0.667,955,35,150,0,16137
0,DWG KIA,BeryL,SUPPORT,0,7,7,1,18,0.6,6609,209,81,6563,208,0.22,0.778,-934,-12,-394,-1,13805
1,T1,Zeus,TOP,3,3,5,2.7,282,8.9,12730,403,28,14268,452,0.25,0.333,-96,7,-222,-1,25492
1,T1,Oner,JUNGLE,8,0,14,26.4,250,7.9,14801,469,51,18478,585,0.7,0.917,2708,33,1524,1,27812
1,T1,Clozer,MID,8,3,9,5.7,293,9.3,15343,486,49,19884,630,0.54,0.708,554,3,504,1,18776
1,T1,Keria,ADC,2,1,19,21,147,4.7,10785,341,32,9006,285,0.66,0.875,-955,-35,-150,0,17699
1,T1,Teddy,SUPPORT,3,2,17,10,85,2.7,11065,350,78,18454,584,0.63,0.833,934,12,394,1,10731
0,T1,Zeus,TOP,4,4,3,1.8,171,6.8,9685,383,20,8564,338,0.28,0.7,-8,-3,673,0,17258
0,T1,Oner,JUNGLE,2,4,7,2.3,184,7.3,9326,369,27,10181,402,0.36,0.9,37,-5,-757,0,15531
0,T1,Clozer,MID,0,4,5,1.3,232,9.2,9466,374,26,9687,383,0.2,0.5,55,14,150,1,12542
0,T1,Teddy,ADC,2,3,2,1.3,201,7.9,9371,370,23,9238,365,0.16,0.4,-1212,-15,-1293,-1,14716
0,T1,Keria,SUPPORT,2,6,2,0.7,36,1.4,5678,224,59,4009,158,0.16,0.4,149,-7,-197,0,15489
1,DWG KIA,Khan,TOP,4,3,6,3.3,172,6.8,10190,403,19,11592,458,0.4,0.476,8,3,-673,0,11059
1,DWG KIA,Canyon,JUNGLE,5,2,12,8.5,185,7.3,11024,436,55,12919,511,0.67,0.81,-37,5,757,0,26565
1,DWG KIA,ShowMaker,MID,5,1,12,17,172,6.8,10396,411,20,7676,303,0.67,0.81,-55,-14,-150,-1,8623
1,DWG KIA,Ghost,ADC,5,1,11,16,236,9.3,12671,501,27,14423,570,0.63,0.762,1212,15,1293,1,10069
1,DWG KIA,BeryL,SUPPORT,2,3,13,5,33,1.3,7359,291,59,4726,187,0.59,0.714,-149,7,197,0,13488
0,GEN,Rascal,TOP,0,3,2,0.7,255,7.5,10946,322,44,3805,112,0.06,0.667,-3453,-53,-1870,-2,20202
0,GEN,Clid,JUNGLE,0,4,2,0.5,200,5.9,9359,275,52,3321,98,0.06,0.667,-1573,-9,-555,0,31559
0,GEN,Bdd,MID,1,1,1,2,296,8.7,11626,342,23,15374,452,0.06,0.667,-804,-5,-803,-1,14800
0,GEN,Ruler,ADC,2,2,0,1,370,10.9,14689,432,58,6124,180,0.06,0.667,836,16,-499,-1,12936
0,GEN,Life,SUPPORT,0,2,2,1,22,0.6,6368,187,78,1541,45,0.06,0.667,-147,-12,171,0,14256
1,AF,Kiin,TOP,3,2,9,6,280,8.2,15066,443,55,29280,861,0.35,1,3453,53,1870,2,13743
1,AF,Dread,JUNGLE,5,0,5,12,264,7.8,13946,410,74,11922,351,0.29,0.833,1573,9,555,0,21750
1,AF,Fly,MID,1,0,5,7.2,325,9.6,13984,411,43,8792,259,0.18,0.5,804,5,803,1,12118
1,AF,Bang,ADC,3,1,2,5,281,8.3,13290,391,58,7752,228,0.15,0.417,-836,-16,499,1,12237
1,AF,Lehends,SUPPORT,0,0,5,6,51,1.5,7628,224,111,3412,100,0.15,0.417,147,12,-171,0,5716
0,AF,Kiin,TOP,3,3,4,2.3,283,8,13445,379,34,19667,554,0.2,0.7,617,4,-273,-1,23143
0,AF,Dread,JUNGLE,1,0,8,10.8,258,7.3,12895,363,65,6937,195,0.25,0.9,830,3,895,1,34592
0,AF,Fly,MID,2,3,4,2,296,8.3,12844,362,47,11909,335,0.17,0.6,265,-18,-320,-1,10569
0,AF,Bang,ADC,4,2,1,2.5,304,8.6,14927,420,49,8333,235,0.14,0.5,-2473,-41,-1440,-2,14623
0,AF,Lehends,SUPPORT,0,5,4,0.8,30,0.8,7162,202,83,6478,182,0.11,0.4,-247,-6,19,0,15956
1,GEN,Rascal,TOP,3,3,2,1.7,298,8.4,15109,426,36,13670,385,0.14,0.385,-617,-4,273,1,25969
1,GEN,Clid,JUNGLE,3,0,3,7.2,213,6,11792,332,110,12274,346,0.17,0.462,-830,-3,-895,-1,30794
1,GEN,Bdd,MID,5,1,2,7,357,10.1,15159,427,46,22234,626,0.2,0.538,-265,18,320,1,11629
1,GEN,Ruler,ADC,2,3,5,2.3,385,10.8,16974,478,48,17463,492,0.2,0.538,2473,41,1440,2,12635
1,GEN,Life,SUPPORT,0,3,6,2,32,0.9,7979,225,102,2879,81,0.17,0.462,247,6,-19,0,12593
1,GEN,Rascal,TOP,3,7,14,2.4,294,7,16120,386,42,16010,383,0.41,0.773,-1457,-38,-1028,-1,31448
1,GEN,Clid,JUNGLE,7,3,11,6,255,6.1,16354,392,96,24240,580,0.43,0.818,-766,-6,-903,-1,36877
1,GEN,Bdd,MID,5,3,11,5.3,326,7.8,16895,405,57,31679,758,0.38,0.727,243,11,449,0,25948
1,GEN,Ruler,ADC,6,1,8,14,442,10.6,21104,505,71,18879,452,0.34,0.636,635,23,656,0,8713
1,GEN,Life,SUPPORT,1,4,15,4,38,0.9,10092,242,91,5485,131,0.38,0.727,-428,-8,-867,-1,20405
0,AF,Kiin,TOP,7,7,2,1.3,331,7.9,16397,393,32,18035,432,0.22,0.5,1457,38,1028,1,32737
0,AF,Dread,JUNGLE,5,3,5,3.3,336,8,17065,409,63,22238,532,0.24,0.556,766,6,903,1,30662
0,AF,Fly,MID,3,3,8,3.7,298,7.1,14549,348,39,22457,538,0.26,0.611,-243,-11,-449,0,18190
0,AF,Bang,ADC,2,5,6,1.6,346,8.3,16010,383,77,14934,358,0.19,0.444,-635,-23,-656,0,24480
0,AF,Lehends,SUPPORT,1,4,10,2.8,58,1.4,9338,224,136,5241,125,0.26,0.611,428,8,867,1,20452
0,LSB,Summit,TOP,0,1,3,3,255,8.6,9524,322,25,11588,392,0.1,0.75,-569,-10,-341,0,14837
0,LSB,Croco,JUNGLE,3,2,1,2,173,5.9,9219,312,29,9663,327,0.14,1,-1458,-26,-1326,-1,16808
0,LSB,FATE,MID,0,4,4,1,232,7.8,9328,315,23,7400,250,0.14,1,-335,1,-533,0,12012
0,LSB,Prince,ADC,1,3,3,1.3,288,9.7,11374,385,32,9931,336,0.14,1,-1781,-1,-1046,-1,11238
0,LSB,Effort,SUPPORT,0,5,4,0.8,46,1.6,5871,199,59,2656,90,0.14,1,-713,8,230,1,13388
1,NS,Rich,TOP,1,0,7,9.6,275,9.3,11871,401,31,10259,347,0.27,0.533,569,10,341,0,18976
1,NS,Peanut,JUNGLE,4,0,8,14.4,252,8.5,12634,427,105,14016,474,0.41,0.8,1458,26,1326,1,24785
1,NS,Bay,MID,1,1,10,11,278,9.4,12163,411,46,12633,427,0.37,0.733,335,-1,533,0,11613
1,NS,deokdam,ADC,6,2,5,5.5,243,8.2,13681,463,63,11052,374,0.37,0.733,1781,1,1046,1,11067
1,NS,Kellin,SUPPORT,3,1,11,14,37,1.3,8282,280,79,4083,138,0.47,0.933,713,-8,-230,-1,9089
1,NS,Rich,TOP,1,1,8,9,201,7.9,9590,375,18,14368,562,0.35,0.529,-449,-23,-39,0,12181
1,NS,Peanut,JUNGLE,6,1,8,14,204,8,11259,440,47,11017,431,0.55,0.824,767,21,1155,1,15825
1,NS,Bay,MID,2,1,8,10,214,8.4,9513,372,24,9470,370,0.39,0.588,-380,-15,-400,-1,10432
1,NS,deokdam,ADC,7,1,7,14,240,9.4,13242,518,49,13557,530,0.55,0.824,1599,-7,1,0,8108
1,NS,Kellin,SUPPORT,1,0,11,14.4,30,1.2,6636,260,68,3569,140,0.47,0.706,626,1,281,0,7124
0,LSB,Summit,TOP,3,3,1,1.3,206,8.1,9661,378,33,7942,311,0.16,1,449,23,39,0,21600
0,LSB,Croco,JUNGLE,0,4,1,0.3,155,6.1,7755,303,40,7155,280,0.04,0.25,-767,-21,-1155,-1,23286
0,LSB,FATE,MID,1,2,2,1.5,243,9.5,9686,379,20,12760,499,0.12,0.75,380,15,400,1,9611
0,LSB,Prince,ADC,0,3,2,0.7,230,9,8457,331,33,3940,154,0.08,0.5,-1599,7,-1,0,10882
0,LSB,Effort,SUPPORT,0,5,1,0.2,31,1.2,5150,201,56,1927,75,0.04,0.25,-626,-1,-281,0,11224
0,KT Rolster,Doran,TOP,2,2,0,1,230,8.3,9497,342,16,5433,196,0.07,1,-1629,-33,-598,-1,18029
0,KT Rolster,GIDEON,JUNGLE,0,1,1,1,186,6.7,8267,298,43,3685,133,0.04,0.5,-1256,-37,-1508,-2,22735
0,KT Rolster,Ucal,MID,0,1,1,1,300,10.8,10271,370,26,7886,284,0.04,0.5,-130,7,245,0,4533
0,KT Rolster,HyBrid,ADC,0,0,0,0,273,9.8,9672,348,36,3647,131,0,0,-200,2,-298,0,6495
0,KT Rolster,Zzus,SUPPORT,0,2,1,0.5,16,0.6,5390,194,84,3043,110,0.04,0.5,49,-16,534,0,5840
1,DRX,kingen,TOP,4,2,2,3,255,9.2,12888,464,42,14972,539,0.22,1,1629,33,598,1,12643
1,DRX,Pyosik,JUNGLE,2,0,4,7.2,247,8.9,11627,419,52,2742,99,0.22,1,1256,37,1508,2,23220
1,DRX,SOLKA,MID,0,0,5,6,282,10.2,10998,396,37,7136,257,0.18,0.833,130,-7,-245,0,6931
1,DRX,BAO,ADC,0,0,4,4.8,291,10.5,11528,415,27,3947,142,0.14,0.667,200,-2,298,0,5080
1,DRX,Becca,SUPPORT,0,0,5,6,36,1.3,6217,224,78,1183,43,0.18,0.833,-49,16,-534,0,6980
0,DRX,kingen,TOP,1,8,12,1.6,304,6,16575,325,62,17136,336,0.25,0.765,-727,-29,-903,-1,43014
0,DRX,Pyosik,JUNGLE,2,4,14,4,325,6.4,16999,333,80,26810,526,0.31,0.941,-830,-6,-957,0,58765
0,DRX,SOLKA,MID,2,3,14,5.3,397,7.8,17777,349,52,24531,481,0.31,0.941,-465,-7,-323,0,18323
0,DRX,BAO,ADC,10,4,6,4,551,10.8,26266,515,74,35442,695,0.31,0.941,-295,-20,-531,-1,24289
0,DRX,Becca,SUPPORT,2,9,9,1.2,48,0.9,11116,218,132,6050,119,0.22,0.647,168,7,349,1,29402
1,KT Rolster,Doran,TOP,2,3,19,7,329,6.5,18528,363,75,23388,459,0.41,0.75,727,29,903,1,49118
1,KT Rolster,GIDEON,JUNGLE,5,5,14,3.8,329,6.5,18524,363,113,17826,350,0.37,0.679,830,6,957,0,31188
1,KT Rolster,Ucal,MID,6,1,15,21,381,7.5,20152,395,68,29120,571,0.41,0.75,465,7,323,0,9620
1,KT Rolster,HyBrid,ADC,14,3,9,7.7,449,8.8,24055,472,92,48465,951,0.45,0.821,295,20,531,1,21138
1,KT Rolster,Zzus,SUPPORT,1,5,21,4.4,37,0.7,12033,236,132,6397,125,0.43,0.786,-168,-7,-349,-1,26133
0,KT Rolster,Doran,TOP,0,6,2,0.3,236,7.4,9737,304,39,13045,407,0.06,0.5,-2085,-4,-1205,-1,16840
0,KT Rolster,GIDEON,JUNGLE,3,2,0,1.5,245,7.6,11854,370,54,8176,255,0.09,0.75,-324,-1,-288,0,15442
0,KT Rolster,Ucal,MID,1,2,2,1.5,341,10.6,13131,410,41,20066,626,0.09,0.75,399,14,355,0,9992
0,KT Rolster,HyBrid,ADC,0,4,2,0.5,289,9,11236,351,31,7409,231,0.06,0.5,-328,1,-239,0,15015
0,KT Rolster,Zzus,SUPPORT,0,4,3,0.8,30,0.9,6170,193,85,2297,72,0.09,0.75,-305,-8,-342,-1,9324
1,DRX,kingen,TOP,2,0,9,13.2,269,8.4,15107,471,34,12391,387,0.34,0.611,2085,4,1205,1,26038
1,DRX,Pyosik,JUNGLE,7,1,4,11,261,8.1,13537,422,58,13697,427,0.34,0.611,324,1,288,0,33269
1,DRX,SOLKA,MID,0,2,8,4,303,9.5,12225,381,40,5371,168,0.25,0.444,-399,-14,-355,0,9654
1,DRX,BAO,ADC,9,0,2,13.2,294,9.2,14814,462,28,14394,449,0.34,0.611,328,-1,239,0,12576
1,DRX,Becca,SUPPORT,0,1,9,9,44,1.4,7960,248,86,3344,104,0.28,0.5,305,8,342,1,9440
1,BRO,Hoya,TOP,2,0,8,12,256,7.9,12577,388,35,15743,486,0.31,0.625,-65,-13,-174,0,16579
1,BRO,UmTi,JUNGLE,7,1,5,12,249,7.7,13169,406,59,13303,411,0.37,0.75,522,1,-29,0,26769
1,BRO,Yaharong,MID,6,1,8,14,279,8.6,13379,413,17,13261,409,0.43,0.875,-513,-6,-33,0,10726
1,BRO,Hena,ADC,1,1,10,11,340,10.5,14088,435,83,6565,203,0.34,0.688,481,14,350,0,8309
1,BRO,Delight,SUPPORT,0,0,14,16.8,43,1.3,8160,252,90,4579,141,0.43,0.875,397,-5,376,1,9612
0,T1,Zeus,TOP,0,3,3,1,258,8,10101,312,25,8263,255,0.09,1,65,13,174,0,23417
0,T1,Oner,JUNGLE,2,4,0,0.5,186,5.7,10135,313,44,7713,238,0.06,0.667,-522,-1,29,0,26373
0,T1,Clozer,MID,1,2,2,1.5,319,9.8,12244,378,32,14580,450,0.09,1,513,6,33,0,10274
0,T1,Gumayusi,ADC,0,2,2,1,315,9.7,11995,370,52,5330,165,0.06,0.667,-481,-14,-350,0,9393
0,T1,Keria,SUPPORT,0,5,1,0.2,42,1.3,6117,189,71,2397,74,0.03,0.333,-397,5,-376,-1,13345
0,T1,Zeus,TOP,0,5,4,0.8,192,5.2,9429,255,24,7912,214,0.11,0.8,-732,-13,-720,-1,32871
0,T1,Oner,JUNGLE,1,3,2,1,289,7.8,12599,341,47,7657,207,0.08,0.6,-1899,5,-647,-1,17332
0,T1,Clozer,MID,0,3,3,1,263,7.1,10956,297,34,8460,229,0.08,0.6,-651,-8,-642,-1,10113
0,T1,Gumayusi,ADC,3,4,1,1,369,10,15280,414,68,10352,280,0.11,0.8,-419,31,571,1,13471
0,T1,Keria,SUPPORT,1,3,2,1,63,1.7,8122,220,164,2826,76,0.08,0.6,-738,0,-1106,-1,10075
1,BRO,Hoya,TOP,0,2,7,3.5,233,6.3,11455,310,49,5210,141,0.19,0.389,732,13,720,1,18131
1,BRO,UmTi,JUNGLE,9,1,6,15,248,6.7,14634,396,84,11979,324,0.41,0.833,1899,-5,647,1,21932
1,BRO,Yaharong,MID,4,0,7,13.2,331,9,15123,409,56,21478,581,0.3,0.611,651,8,642,1,5474
1,BRO,Hena,ADC,4,2,12,8,367,9.9,17137,464,60,15641,423,0.43,0.889,419,-31,-571,-1,10693
1,BRO,Delight,SUPPORT,1,0,13,16.8,40,1.1,9053,245,96,3849,104,0.38,0.778,738,0,1106,1,5655
1,HLE,Morgan,TOP,3,0,14,20.4,207,6.5,11370,359,31,14604,462,0.54,0.773,366,1,1432,2,20755
1,HLE,yoHan,JUNGLE,4,3,10,4.7,208,6.6,12181,385,53,6540,207,0.44,0.636,1409,10,1046,1,30124
1,HLE,Chovy,MID,7,2,12,9.5,306,9.7,15580,493,42,25331,801,0.6,0.864,370,4,213,1,13366
1,HLE,Deft,ADC,7,3,10,5.7,279,8.8,14347,454,33,22193,702,0.54,0.773,555,10,-350,0,13145
1,HLE,Vsta,SUPPORT,1,2,17,9,26,0.8,8321,263,112,7158,226,0.57,0.818,11,-20,263,1,8497
0,NS,Rich,TOP,3,6,1,0.7,226,7.1,10508,332,35,11910,377,0.13,0.4,-366,-1,-1432,-2,19523
0,NS,Peanut,JUNGLE,5,5,2,1.4,208,6.6,11281,357,39,10454,330,0.22,0.7,-1409,-10,-1046,-1,36702
0,NS,Bay,MID,0,3,6,2,255,8.1,10317,326,37,11010,348,0.19,0.6,-370,-4,-213,-1,12990
0,NS,deokdam,ADC,2,3,5,2.3,275,8.7,12011,380,37,17892,566,0.22,0.7,-555,-10,350,0,17440
0,NS,Kellin,SUPPORT,0,5,4,0.8,34,1.1,6185,196,69,2981,94,0.13,0.4,-11,20,-263,-1,17394
0,NS,Rich,TOP,0,2,2,1,222,7.2,9163,298,26,10215,332,0.07,0.286,117,2,-66,0,22921
0,NS,Peanut,JUNGLE,1,2,6,3.5,188,6.1,9807,319,54,6277,204,0.23,1,959,13,1344,1,30188
0,NS,Bay,MID,4,1,2,6,271,8.8,11928,388,32,14591,474,0.2,0.857,27,-10,-181,-1,11936
0,NS,deokdam,ADC,2,3,2,1.3,247,8,10765,350,31,13604,442,0.13,0.571,359,-5,-590,0,13276
0,NS,Kellin,SUPPORT,0,2,5,2.5,34,1.1,6016,196,87,2971,97,0.16,0.714,-316,18,394,1,11500
1,HLE,Morgan,TOP,2,0,7,10.8,229,7.4,11210,364,26,14447,470,0.29,0.9,-117,-2,66,0,19205
1,HLE,yoHan,JUNGLE,1,2,6,3.5,204,6.6,9991,325,39,5187,169,0.23,0.7,-959,-13,-1344,-1,26091
1,HLE,Chovy,MID,3,3,6,3,280,9.1,12705,413,41,14883,484,0.29,0.9,-27,10,181,1,19542
1,HLE,Deft,ADC,3,1,6,9,282,9.2,12978,422,46,15147,492,0.29,0.9,-359,5,590,0,10842
1,HLE,Vsta,SUPPORT,1,1,7,8,15,0.5,7732,251,94,7177,233,0.26,0.8,316,-18,-394,-1,5852
0,GEN,Rascal,TOP,4,4,4,2,290,7.7,14509,386,37,22048,586,0.21,0.889,281,-4,79,0,42132
0,GEN,Clid,JUNGLE,1,3,3,1.3,226,6,11515,306,70,8826,235,0.11,0.444,356,11,178,0,29252
0,GEN,Bdd,MID,0,2,6,3,361,9.6,14806,393,57,22214,590,0.16,0.667,446,3,12,0,14559
0,GEN,Ruler,ADC,2,2,4,3,418,11.1,16724,444,76,22806,606,0.16,0.667,599,22,720,1,14149
0,GEN,Life,SUPPORT,2,4,3,1.3,32,0.9,8362,222,103,4514,120,0.13,0.556,-685,-11,-725,-1,15309
1,LSB,Summit,TOP,3,1,6,9,367,9.8,16225,431,50,27263,724,0.24,0.6,-281,4,-79,0,39853
1,LSB,Croco,JUNGLE,1,1,9,10,174,4.6,10811,287,66,4811,128,0.27,0.667,-356,-11,-178,0,29389
1,LSB,FATE,MID,3,1,8,11,351,9.3,15370,408,38,27271,725,0.29,0.733,-446,-3,-12,0,12463
1,LSB,Prince,ADC,7,2,3,5,390,10.4,17452,464,49,15765,419,0.27,0.667,-599,-22,-720,-1,16907
1,LSB,Effort,SUPPORT,1,4,10,2.8,42,1.1,8453,225,118,5068,135,0.29,0.733,685,11,725,1,19940
1,LSB,Summit,TOP,3,3,7,3.3,309,9.9,13391,428,32,18731,599,0.32,0.667,590,18,61,0,22495
1,LSB,Croco,JUNGLE,2,1,11,13,167,5.3,10514,336,52,8168,261,0.42,0.867,854,-3,9,0,19943
1,LSB,FATE,MID,4,1,9,13,301,9.6,13516,432,41,11944,382,0.42,0.867,923,-12,13,0,7547
1,LSB,Prince,ADC,5,1,1,6,305,9.8,14222,455,51,17572,562,0.19,0.4,-253,-8,-102,0,9872
1,LSB,Effort,SUPPORT,1,2,8,4.5,39,1.2,7142,228,80,3355,107,0.29,0.6,368,1,819,1,9259
0,GEN,Rascal,TOP,2,5,2,0.8,242,7.7,10666,341,19,10073,322,0.13,0.5,-590,-18,-61,0,29304
0,GEN,Clid,JUNGLE,1,3,6,2.3,204,6.5,10181,326,73,10500,336,0.22,0.875,-854,3,-9,0,27373
0,GEN,Bdd,MID,2,2,2,2,323,10.3,12600,403,25,11729,375,0.13,0.5,-923,12,-13,0,9431
0,GEN,Ruler,ADC,3,2,1,2,316,10.1,14622,468,32,5916,189,0.13,0.5,253,8,102,0,12637
0,GEN,Life,SUPPORT,0,3,4,1.3,29,0.9,6336,203,83,2423,77,0.13,0.5,-368,-1,-819,-1,11221
1,DWG KIA,Khan,TOP,1,1,11,12,260,7.2,12922,358,38,16493,457,0.33,0.632,-328,-18,-845,-1,27227
1,DWG KIA,Canyon,JUNGLE,5,2,8,6.5,267,7.4,14775,409,69,21816,605,0.36,0.684,46,-5,29,0,35370
1,DWG KIA,ShowMaker,MID,6,1,8,14,315,8.7,15739,436,55,24036,666,0.39,0.737,1530,26,750,0,16274
1,DWG KIA,Ghost,ADC,4,1,10,14,304,8.4,14260,395,38,30581,848,0.39,0.737,-1161,-12,-341,0,11151
1,DWG KIA,BeryL,SUPPORT,3,7,10,1.9,36,1,8912,247,104,10457,290,0.36,0.684,-574,-18,180,0,20814
0,AF,Kiin,TOP,3,6,2,0.8,288,8,12796,355,31,20422,566,0.14,0.417,328,18,845,1,33124
0,AF,Dread,JUNGLE,1,3,4,1.7,255,7.1,11586,321,85,5988,166,0.14,0.417,-46,5,-29,0,35879
0,AF,Fly,MID,0,6,4,0.7,248,6.9,11146,309,25,11736,325,0.11,0.333,-1530,-26,-750,0,28539
